Puan;Başlık;Yorum;Vote
1;Rezalet;Uygulama üzerinden verdiğim sipariş teslim edildi görünüyor ama gelmedi. Canlı destek yok, müşteri hizmetlerine ulaşılmıyor. Sorunun çözümü için kimse geri dönüş yapmıyor. Son çare, sosyal medya uzmanı dönüş yaptı sağ olsun. Müşteri hizmetlerinin yapacağı işi sosyal medya uzmanı yapıyor. Hizmet kalitesi sıfır.;0
1;Rezalet;Sadece komisyonununza bakın hizmet sıfır;0
1;Rezils;İki e postamada giriş yapmıyor;0
1;BIG SCAM;I ordered Food and the status was delivered. but i didnt get the food. I’ve been check everywhere in my apartmant but food not there. there is no option refund, there is no online chat. USELESS! You took my money but didnt give my food!;0
1;Berbat bir uygulama;Sipariş veriyorum 1 saat geçiyor hala Yemeksepeti ne bir insana bağlıyor ne açıklama yapıyor. Müşteri temsilcileri bazıları hiç umursamıyor. Korkunc bi uygulama insanı gerçekten öfkelendiriyor hiç faydası yok;0
1;Uygulama hep daha kötüye;İlk konum market alışverişindeki meyve ve sebzeler çoğunlukla ya pörsük geliyor ya da küflü! Her gecen gun kendinizi iyilestirmeniz gerekirken nasil bu kadar kotuye gidiyor ? Market kuponlarini kullanabilmek icin sepet limitini de evereste cikarmissiniz kullanamiyoruz! Uygulama sürekli yavaş ve takılıyor. Kişisel verilerimiz restoranlarla paylasiliyor! Tek isini duzgun yapan bunyenizde calisan emekci kuryeleriniz.;0
1;bıykot;o kadar kötüleşti ki 3 saat yemeğin gelmesini bekledim sonra iptal edildi siparişim;0
1;kalitesiz ve kötü;çok kötü bi destek sistemi, ne alıyoruz kaç gram alıyoruz belli değil. yaklaşık süreler tamamen yanıltıcı. berbatsınız ve tekelliğiniz çok yakında bitecek yok olup gideceksiniz :);0
1;Kötü hizmet;yemek sepeti kuryesi tarafından getirilen siparis 2 saat gelmedi iletisime gecmeye calıstım kurye yüzüme kapattı en sonunda siparisim ne oldugunu bile anlayamadan iptal edildi yardım merkezinin işlevi 0 rezil bir hizmet;0
1;H;Bu numarayı hiç birtürlü kabul etmiyor düzenleyin;0
1;canlı destek eksik;canlı desteğe bağlanamamak ne demek ya;0
1;Müşteri hizmetlerine ulaşamama;Sipariş veriyorsun geç gelince kimseye ulaşamıyorsun uygulamada canlı destek açılmıyor zaten arasan numara yok ödeme yapıyorsun 2 saat bekliyorsun berbat birdaha sipariş vermicem;0
1;q;yönetimi aşırı karaktersiz yemekler gelmiyor gelenler buz gibi d''k geçer gibi 100 tl kupon verdik diyorlar adamlarla iletişime bile geçemiyoruz okadar kalitesiz bi hal aldı rezalet bi uygulama;0
1;Kötü;Eskiden çok daha iyiydi ama şuan berbat müşteri hizmetlerine bağlanamıyorsunuz siparişinizi iptal edemiyorsunuz  yıllardır kullanmama rağmen bu son artık tamamen siliyorum;0
1;Yeclub market;"Hangi akıllının aklına geldiyse yeclublar artık marketlerde kullanılmıyor.

Aşırı pahalı yemek siparişlerinizde başarılar.";0
1;Kurye uygunsuz Davranış;Hapyy market siparişi verdim Yemek sepeti kuryeniz bana yalan söyleyerek 188 TL tutmuş olan ürüne 300 TL almıştır Bu konu hala çözülmedi kuryenizle iletişime Geçin Hakkı olmayan Parayı Aldı Paramı geri Getirsin;0
1;Siparis verilmiyor;Mesafeli satis sozlesmesi buga giriyor ve siparis veremiyorum hakikaten salak bu sirketin basindakiler;0
1;Berbat bir şirket;Hayatımda gördüğüm en berbat uygulama;0
5;Bravo;Getirden daha hızlı geliyor bravo;0
1;rezalet;dört 5 saat beklemiş soğuk pizza sevenler için ideal bir yer;0
1;Kötü;Yemek sepeti kullanmak benim için boşa geçmiş bir ömürdü;0
1;İade talebim fotoğraf göndermeme rağmen yapılmadı.;Yemeksepeti’ni kullanarak Komagene’den ultra mega çiğ köfte sipariş verdim içerisindeki çiğköfte miktarı Medium bir çiğ köfte dürümden farksızdı, içeriğine +20 TL farkla burger sos ve Doritos ekledim ama dürümün içerisinde sos ve Doritos hiç konulmamıştı. Fotoğraflayıp yemeksepeti’ne iletip iade talebimle ilgili yardımcı olmalarını istediğimde, net bir şekilde iadenin yapılmayacağını söylediler hiçbir şekilde yardımcı olunmadı.;0
5;Bayıldıkkkk;çok lezzetliydiiii🙏🏼;1
1;Buz gibi yemek getiriyorlar;Sadece buz gibi olsa iyi çoğu zaman kulanıyorum hep eksin ürün;0
1;Приложение не работает;Но кому какое дело;0
5;C ve hjjk;Yemek sepeti çok iyi ama teslimat ücreti bira z fazla sadece;0
1;Awful service;Deliveries mark order as deliveried even if you did not received anything, even if I have the leave and door option disabled they leave it at other peoples door and leave. The customer help is this cases takes hours to reply, and they are useless, this app sucks;0
1;Sorun;Yemeksepeti’nin bayadır bir kullanıyorum aşağı yukarı 3 yılı geçti lakin son 7-8 aydır yemeksepeti market bölümünün atıştırmalık kısmına giremiyorum girince uygulama donuyor ve atıyor uygulamayı bundan dolayı siliyorum lütfen bu hata düzeltilsin;0
1;Berbat ötesi  5 Yıldız verdim görünsün diye;Ye clup diye bisey çıkarmışlar bir sürü kupon oldu sürekli dışardan yiyorum indirim falan yok yalan söylüyor  neymiş karttan ödeme yapınca indirim varmış ben nakit çalışıyorum kardeşim mecburmuyum fiyatları sisirip indirim varmış gibi ayrıca muhatap kimseyi bulamadım;0
1;Siparişler gelmiyor;Çok sık ve çok fazla aksaklıklar olmaya başladı, siparişlerimin parası alınmasına rağmen bir ürün gelmiyor ve iade yapılmıyor.;0
1;Müşteri temsilcisi yok seni restorant ile baş başa bırakıyorlar;Sipariş ettiğim sipariş çok uzun süre gelmeyince iptal etmek istiyorum fakat müşteri temsilcisinde böyle bir seçenek yok ayrıca uygulama haricinde bir müşteri temsilcisi de yok;0
5;Yemeksepeti 1 numara;Supersiniz;0
5;Tekirdağ şube;Market çalışanınız Sercan bayraklı gibi bi çalışanınız olduğu için teşekkür ederim çok kibar ve naif biri ❤️;0
5;En hızlı ve kaliteli;Aldığım hizmet gerçekten kaliteli eksik üründe bile anında iade , hatayı affetmiyorlar.;1
1;DESTEK 0!;"Operasyonel masraflardan kısmak için müşterilerinize iğrenç bir deneyim layık görmeniz şirket değerlerinizin ciddi sorgu altına girmesi gerektiğini gösteriyor. 

Niçin kimseye ulaşamıyorum? 2 Gündür sipariş veriyorum, multinet ile ödeme seçeneğni seçiyorum kurye geliyor sadece mobil uygulamadan alabiliyorum diyor. Ya da kredi kartı ve nakit alabilirim diye seçenek sunuyor. Sorduğumda kendilerinin fiyuu adlı uygulamanın kuryeleri olduğunu söylüyorlar. Sipariş iptal oluyor ben bu konu hakkında kimseden yardım alamıyorum yemek sepetinden kimse ile görüşemiyorum. Ne bir telefon numaraları ne de bir mail adresleri var. Yardım merkezi diye koydukları saçma salak butonlar var ve bu duruma dair bir bildiri yapabileceğim bir şey yok!!!!!! Uygulamayı siliyorum. Müşterisini bu kadar umursamayan ve mesafe koyan bir firma parçalanmaya mahkumdur.";0
5;Yemek;Siparişimi çok kısa sürede teslim eden batu abiye çok teşekkür ederim;0
5;Güzel uygulama;Hakkını veriyor istediklerimi bulabiliyorum;0
1;Komisyon mu alınıyor haraç mı kesiliyor;Uygulamaya giriyorum 80 gr döner 250 tl. O kadar alışmışız ki olabilir deyip geçiyordum. Sokağa çıkıyorum aynı döner 120 tl. Restoranlarla konuşuyorum yüzde 20 ile yüzde 40 arasında komisyon kesiyorlarmış. Restoranttan fazla kazanılır mı ya. Adam diyoki sipariş götürdüğümüz her yere magnet bırakıyoruz fiyat listesi bırakıyoruz bizi arayıp söyleyin diyoruz dedi. Bu saatten sonra yemeksepeti bir daha kullanmam. Hem cebim için hem esnaf için.;1
5;ACIL BI GUNCELLEME GELSE IPTAL URUN EKLEME VS GIBI;Siparis iptal edemiyosun acil bi sey oluyo cikmak zorunda kaliyosun iptal yok;0
5;yorum;anlayışlı ve çok kibarlardı ikramlarıda oldu allah razı olsun;0
1;iğrenç uygulama;iğrenç uygulama iğrenç fiyatlar dünyanın en iğrenç uygulaması siparişi kaçta söylediğimi bile göremiyorum ne zaman söylediğimi anlamiyim ki gecikirse şikayet edecek nedenim olmasın diye uğraşmışlar kurye takip yok işe yaramayan bir canlı desteği var. HAYATIMDA BU KADAR APTAL BİR UYGULAMA GÖRMEDİM ÇALIŞANLARIN ÇOCUKLARINDAN ÇIKSIN YAPTIĞINIZ İ*NELİKLER YEMEKTEN BÖCEK ÇIKTI DİYORUM YARDIMCI OLAMIYORUM DİYOSUNUZ APTALLAR;0
1;İade sorun çıkarıyor;Burger king siparişimi getirmedi. Yemeksepeti üzerinden talep oluşturmak çok zor. Süreki bekletiyorlar.;0
2;Burger king;Burger kingten söylediğim menü eksik geldi şubeyi aramak istedim numara hatalıydı;0
1;OOOO HARAÇ HEMİ OE;"Haraç kesmeye de başlamış œ 
Bravo
Hizmet bedeli adı altında soygun
Sizi birdaha kullananın Allahı yok moruk";0
1;Diğer uygulamalar daha kaliteli;Tek artın reklamla öne çıkmak Migros trendyol ve getir daha başarılı;0
4;Kurye takibi çok önemli;Keşke her siparişte yola çıktı yaklaştı gibi bildirimler gelseydi ama bu sadece bazı siperler de oluyor hepsininde olsa hem kurye hem müşteri için çok güzel olur;0
1;Yalan reklam;Reklamda ormana bile getiriyorlardı,Sarıkamış’a getirmiyorlar.Diyeceklerim bu kadar;0
1;Sipariş sıkıntısı;Siparişin üzerinden 2 saat geçti müşteri temsilcisine sordum teslim edilmiş dedi ama benim uygulamada hala yolda gözüken bir sipariş vardı bunu söylediğimde size yardımcı olamam deyip görüşmeyi sonlandırdı resmen hem paramdan hem yemeğimden oldum ve uygulamayı sildim;0
1;Uygulama açılmıyor;Uygulamayı silip yükleyince açılıyor, sonrasında Y kalıyor uygulamaya giremiyorum.;1
5;Teşekkürler;Hizmetler çok güzel kolay gelsin başarılar dilerim;0
1;İADE SORUNU;market alışverişinde fıstık ezmesi siparişime yanlış ürün geldi ve iade talebime ret geldi. Yanlış ürün gönderip hiçbir bedel ödemeden işin içinden çıkabilmek hangi profesyonelliğe giriyor paramızı çöp etmek bu kadar kolay mı? Getir uygulamasında hiç böyle bir sıkıntı yaşamamıştım, yanlış ürün eve geldiğinde direk iade ediyorlar. Yemeksepeti bu işi yapamıyor.;0
1;Bitmiş bir sistem;Tarihi geçmiş bir et ürününü bana yolladılar. Telefon ile görüşme yok. Uygulamadan yazıyorum, yüzüme kapatıyorlar. Bozuk ürün elimde kaldı. Ulaşma imkanı yok. Başka uygulama yükleyin. Kazıklanmayın. Ben de artık kapatıyorum.;0
1;adam gibi iş yapın;kart bilgisi girdiğimiz halde tekrardan otomatik olarak kapıda ödeme seçeneğini seçiyor rezil uygulama;0
1;Kesinlikle Önermiyorum;"Uzun yıllardır aktif olarak kullandığım Yemeksepeti uygulamasını ne yazık ki artık önermiyorum. 19.00’da verdiğim bir sipariş, saat 22.45 olmasına rağmen hâlâ teslim edilmedi ve bu süreçte uygulama içinden hiçbir şekilde sağlıklı bir geri dönüş alamadım. Daha da önemlisi, siparişin iptalini talep ettiğimde para iadesi yapılmadı ve canlı destek hattındaki görevli, profesyonellikten tamamen uzak bir üslupla konuşarak beni mağdur etti.

Uygulamanın en temel sorunu, kullanıcılar sosyal medyadan bir paylaşım yapmadığı sürece çözüm üretmemesi. Uygulama üzerinden destek almak neredeyse imkânsız; bir sorun yaşadığınızda karşınızda muhatap bulamıyorsunuz. Ancak sosyal medya üzerinden kamuoyuna açık bir şikâyet yazıldığında, anında dönüş yapılıyor. Bu durum, kullanıcıların sorunlarının ciddiye alınmadığını ve yalnızca görünür olunca dikkate alındığını gösteriyor.

Her hizmeti fazlasıyla ödediğimiz bir dönemde, kullanıcıya ulaşılabilirlik ve doğru bilgilendirme sağlamak şirketlerin en temel sorumluluğu olmalıdır. Fakat burada, bir kuryenin dahi atanmadığını sosyal medya baskısı sonrasında öğrenebildim. Sipariş geç geliyor, iptal edilmiyor, iade yapılmıyor ve bunun üzerine yanlış yönlendirme ile kullanıcı hatalıymış gibi bir yaklaşım sergileniyor.

Bu yaşadığım süreç hem zaman kaybı hem de güven kaybı yarattığı için Yemeksepeti’ni artık tercih etmiyor ve kimseye de önermiyorum. Şirketin, kullanıcı memnuniyetini ön planda tutan bir hizmet yaklaşımına dönmesi gerektiğini düşünüyorum; aksi hâlde benzer mağduriyetlerin artması kaçınılmaz olacaktır.";0
1;İşleyişleri gereği;Sipariş verirsin sipariş eksik gelir ama hizmet bedelini tam alır. Tam bir soyguncu iletişleri var. Müşteri temsilcisi suratınıza sohbeti kapatır. Öteki işleyiş böyle yardım edemiyorum der. Gidin trenyolGo kullanın ben öyle yapacağım artık.;0
1;Marka imajının kötülüğü;Bence kötü bir markasınız bu kadar çalışanlarına değer vermeyen asılsız bir şey yazılsa bile hemen araştırmadan onu doğru kabul eden çalışan haklarını hiçe sayan müşteri müşteri diye çıldırmış bir marka daha görmedim ben burda kuryenize iftira niteliğinde bir şey yazsam onu da araştırmadan adamların ekmeğiyle oynarsınız siz;0
3;Tipping should be optional after delivery;"In general, app is good.
But I don’t really understand the point of asking for tips before the order is placed. The idea of tipping is to reward a rider for doing a good job. How can I know in advance whether the order will be delivered on time or without damage? I would prefer to have the option to give a tip after the order is delivered.
In some cases, it’s also impossible to reach customer support. The app keeps redirecting me to the FAQ and says the order will be delivered soon, even when it’s already marked as delivered.";0
1;Yemek sepetini sevmiyorum;Yemeği çok geç getiriyorlar. Extra fiyat ekliyorlar. Teslimat ücreti neden bu kadar pahalı? Extra 30 tl ne demek;0
1;Yetersiz;"Yanlış ürün iadesi yok bir şey yok her şey eski müşteri hizmetleri yetersiz diğer muadillerinin yanında bütün uygulamaları kullanıyorum tek sorun yaşadığım bu 
hesabımı bugün sildim bir daha açmamak üzere";0
1;Ödeme yöntemi seçin diyo;Siparişi tam vercem alta ödeme yöntemi seçin diyo ödeme seçenekleri yok;0
1;kupon sorunu;Hesabi yeni acmama ragmen kupon kullanacagim zaman hata veriyor tam sinir bozan bir uygulama gelistirilmesi lazim;0
1;Hayatımda gördüğüm en kötü işletme;Kesinlikle indirmenizi tavsiye etmiyorum bir sipariş vermek için 40 dakikadır uğraşıyorum ödeme kısmında hata çıkıyor sonradan fark ettim ki kupon kullanınca hata oluyor kuponsuz şekilde sipariş vermek isterseniz sorun olmuyor sözde kampanyalar yapıp gerçekliği olmayan boş bir uygulama;0
1;hata vermesi;sürekli olarak hata veriyor artik duzeltin;0
2;Güvenlik;Kullanıcı bilgileri hakkında gerekli ve yeterli güvenlik yok! Hesabım çalındı, yemekler sipariş verildi ve iptal ettiremedim. Bununla kalsa iyi hesabımı geri bile alamadım;0
1;ÇOK KÖTÜ SİPARİŞ BİLE VEREMEİYORUM;İnternetimde problem olmamasına rağmen sipariş verirken her defasında hata alıyorum ve uygulama çok kötü tavsiye etmiyorum indirmeyin;0
2;Sipariş;Sipariş veriyoruz online ödeme seçiyoruz bilgileri yazıyoruz onaylıyoruz aaa bir bakıyoruz kapıda ödeme seçilmiş. Belki 3 aydan fazladır var bu sorun düzeltmiyorsunuz.;0
5;Siparişim Hakkında;Siparişimi çok kısa sürede teslim eden Enes Beye teşekkürler;0
1;Bi şeyler ters gitti! Uyarısı;Yaklaşık iki aydır kullanmak istediğim her 10 seferden yaklaşık 8’inde “bi şeyler ters gitti!” Uyarısı alıyorum. Güncelleme yok, kapatıp açınca da durum değişmiyor. Bu nedir? Nasıl düzeltilir?;0
1;NEFRET EDİYORUM SİZDEN;Darmadağan olursunjz inşallah;0
1;Kupon;Kuponu ekliyorsunuz ödemeye gelince kayboluyor ve tüm parayı çekiyor siparişi iptal edeyim diyorsunuz izin vermiyor çok saçma iğrenç bir aplikasyon;0
1;Müşteri Mağduriyeti;Yemek sepeti müşterilerine destek sunmayan 1.5 saat gecikmiş siparişleri bile iptal ettirmeyen canlı yardıma bağlanmanıza izin vermeyen herkesi mağdur eden bir uygulamadır.;0
1;Sıkıntılı;1 kuryeye 3-4 siparişi tek seferde göndertiyorlar, yemeğiniz soğuk gelirse şaşırmayın;0
5;Acıktıysan yemek sepeti;Canımızın istediğini anında getiren güzellik;0
1;Bozuk ürünü iade almamaları;Market den aldığım ürünün küflü olduğunu 6 7 saat sonra fark ettim ama işlem kapanmıştı ne iade seçeneği sunuluyor ne de herhangi bir müşteri temsilcisi hizmeti var. Asla daha kullanmam;0
1;Yardım merkezi olmayan uygulama;Asla sorununuzu çözmüyorlar talepleri alakasız cevaplıyorlar eskiden müşteri odaklıydı şimdi satıcı odaklı teslim edilmeyen siparişi teslim edildi girdiler ne para iadesi yaptılar ne ürün geldi defalarca uğraştım hiç bir şekilde çözüm yok.;0
1;Kötü hizmet;Param çekildi ama sipariş oluşmadı. Ulaşabileceğimiz bir numara yok müşteri temsilci yok. Kısacası benim parayı cebe attılar. Polise şikayet etsen edilecek miktar değil etmesen durup dururken paran alıdn. Hayret bir şey ya.;0
2;Uygulama Açılmıyor;Uygulama Açılmıyor. Giriş ekranındaki logoda takılı kalıyor.;1
1;çok kötü teslimat;İki saattir pizza bekliyoruz ve her yarım saatte bir 5 dakika içinde teslim edileceğini söylüyorlar. Little Ceaser Pizza'dan sipariş verdik. Kesinlikle tavsiye etmiyorum.;0
1;verdiğim 1 puan haram zıkkım olsun;hiç şaşırtmıyor, çok istikrarlı bi şekilde insanları paralarıyla rezil ettiğiniz için teşekkürler 😊;0
5;Güzel;Sıcak ve güzeldi soğanıda tam ayarındaydı tavsiye ederim;0
5;Öneri;İsrail ürünlerini boykot edip satmasanız daha güzel kullanacam görmezsek almayız diye umuyorum.;0
5;Kampanya;Kampanyalar çok güzel oluyor;0
1;ÖDEME YAPAMIYORUM;Bir tane sipariş vericem bütün kartlarımı denedim hepsinde reddedildi uyarısı. Kart bilgilerini giriyorum güncelleniyor yine nakit ödeme olarak görünüyor rezil misiniz siz?;0
5;çok iyi;"ancak; gelmesi artık çok ızun sürüyor. bir de hizmet bedelini anlayamadım. pek mantıklı gelmedi.";0
1;Güncelleme hatası;Sipariş veremiyorum. Yardım merkezine yazmak istiyorum orda da sıkıntı yaşıyorum çözün lütfen artık şu sorunu..;0
5;Beğendim;Başarılı;0
5;Açıktıysan;İndirimleri güzel bu pahalılıkta daha iyi olabilir;0
1;Teslim süreleri çok uzun (Tuzla);Teslim süreleri çok uzun (Tuzla);0
1;Hiçbir şey yok;Rezalet bir uygualamanz var hiçbir kolaylığı yok aksine zorluğu var keşke reklama verdiğiniz paranın yarısını uygulamayı geliştirmeye verseniz;0
3;Uygulama 2. girmemde açılmıyor;Uygulama ya yükledikten sonra sadece 1 kere girebiliyorum 2. girmemde bekletiyor ve girmiyor telefon ıphone 7 ınternetim butun uygulamalarda çalışıyor;0
5;SÜPER UYGULAMA;Abi seviyoruz bu uygulamayı ya uygun güzel her bütçeye süper;0
1;E;Çok pahalı geliyo öğrenci olarak hiçbir faydası olmadı;0
1;Rezalet;Ne zaman yemeksepetinden sipariş versem mağdur oluyorum ürünler eksik muhatap bulamıyorsunuz birine ulaşsanız bile çat diye telefonu suratınıza kapatıyorlar çöp bir sistem;0
4;Yanlış sipariş;Milk Shake im ve kolam nerdeeee kurye kola yerine milkşeyk almışsınız dedi tamam dedim paketi açtım o da yok,uygulama içinde bildiremiyorum arıyorum açmıyorlar bende yedim mecburen;0
1;Uygulamaya giriş yapamıyorum sürekli hata veriyor tekrar deneyin diyor;.;0
5;Yemek Kartı;Bir çok restaurantlarda yemek kartları geçmiyor, kredi kartıyla ödeme yapmak durumunda kalıyoruz. İndirimlerin yemek kartlarında geçmemesi de ayrıca kötü;0
3;Açılmıyor logoda takılıyor ve indirim kuponları;"AÇILMAMA SORUNU;
Bir çok kişi karşılaşıyor özelliklede en çok eski telefonlarda oluyor uygulamayı açarken logoda kalıyor sil yükle yapmak zorunda kalıyorsun büyük zahmet sever kullanıyorum düzeltilirse güzel olur
Ve 
KUPON SORUNU;
bir beyaz yaka olarak yemek kartı kullanıyorum ve kuponların hiç biri yemek kartı için kullanılmıyor ye para birikiyor ama boşa birikiyor gibi bunda güzel ayar gelirse efsane olur bunu sadece kendi adıma değil bütün sorun yaşayanlar için detaylıca anlatmak istedim";0
1;İndirmeyin DOLANDIRICI;Kullandığım en kötü uygulama, müşteri hizmetlerine ulaşılamıyor hiçbir zaman DOLANDIRICISINIZ;0
5;İkram tavukçuluk;Kanatların pişimine  ve sosuna bayıldık;0
2;Bahşiş seçimi;Bir tek sefer nakit ödemeyi seçtikten sonra online ödemeye döndüğümde bahşiş veremez oldum. Bahşiş seçtikten sonra fiyatı güncelliyor, ancak ödeme yöntemi tekrar nakite dönüyor. Tekrar online ödeme seçince bahşiş seçilmemiş oluyor. Bu böyle sürüp gidiyor. Neticede bahşiş seçememiş oluyorum. Ödeme yöntemi değişikliğinde sorun var. Yardım seçeneği de yok, destek alamıyorum.;0
1;Uygulama berbat;Çok kötü bi uygulana asla işlevsel değil, kart bilgilerini yazıyorum onaylıyorum kendi kendine kart bilgilerini siliyor tekrar yazıyorum yine siliyor. Kupon kullanmak zaten hak getire. Trendyol bunları donunda sallar. 0 yıldız verme şansım olsa onu verirdim.;0
1;Rezalet;Ben böyle bir rezalet görmedim yemek sepeti üzerinden burger king den verdiğim sipariş tarafıma teslim edilmedi 2 buçuk saat oldu uygulama üzerinde sipariş durumum yolda görünüyor ama yemek sepeti canlı destekleri bana ısrarla restoranla görüştüklerini ve siparişimin teslim edildiğini söylüyor karttan paramı da çektiler siparişim de gelmedi resmen dolandırıcılık bir kusurla bakmayın özür dileriz bizim hatamız demek bile yok ısrarla siparişiniz sorunsuz bir şekilde teslim edildi diyor;0
1;Müşteri temsilcisi yok ve iade yapmıyorlar;Verdiğim sipariş 2 saat boyunca kuryede göründü ve kimseye ulaşamıyorsunuz aşırı saçma bildiğin çöküyorlar;0
4;Hizmet kalitesi;Bence eksilerek ilerliyor , büyük bir gelişim ve değişim gerekli …;0
5;Güncelleme;Güzel devamını yazıcam…;0
1;Açılmıyor!;Neden?!;0
3;Müşteri Hizmetleri Hk.;Müşteri hizmetlerine arama ile ulaşamıyor olmamız verimsiz.;0
1;Müşteri hizmeti yok;Sipariş veriyorum 1 buçuk saat geçiyor daha yola çıkmıyor iptal etmek istiyorum iptal etmiyor müşteri hizmeti yok sadece mail atılabiliyor bağlanmak istiyorum sipariş gelecek mi diye ne asistan var ne bi şey silicem uygulamayı bu kadar saçma bi uygulama olamaz. aynı restoran getir siparişinde 15 dkda getiriyor.;0
1;Açılmıyor;Uygulama açılmıyor pembe ekranda kalıyor silip tekrar yüklendiğinde açılıyor yazdan beri böyle düzeltmeyecekseniz ne işe yararsınız siz;0
5;Huy kırtarır;Heryerde;0
1;SİPARİŞLER EKSİK GELİYOR, İADE YERİNE KUPON ADI ALTINDA DOLANDIRICILIKLAR YAPIYORLAR.;BERBAT!! Sipariş veriyoruz. Eksik geliyor, eksik gelen ürünleri iade etmek yerine, kupon verip, kuponu her yerde kullandırtmıyorlar. Kupona tarih belirliyorlar.. Müşteri Temsilcisine zaten ulaşılmıyor. Rezillik..;0
1;Antalya belekte çalışmyan uygulama;Nedn bu  uygulama antalya belekte çalışmıyor ödeme secıyorum hiç bır ödeme yöntemini kabul etmıyor;0
1;3 saatlik rezalet;An itibariyle verdiğim sipariş 3 saati geçti hala teslim edilmedi. 1.saatten itibaren 3 ayrı temsilciyle görüştüm, yardımcı olmayı bırak hepsi dalga geçer gibi yanıt verdi. Tek talebim sipariş iptali olmasına rağmen yerine getirilmedi. Yemeksepeti gibi müşteriye destek olmak yerine mağdur eden firmalar yerine alternatif firmalar kullanın. Yürüyerek 10 dakika olan yerde 190 dakika oldu hala siparişim gelmedi, Yemeksepeti ise siparişimi iptal etmeme izin vermiyor;0
1;Ürün başına alınan komisyon tutarı fahis;Yemek sepeti üzerinden söylemiş olduğum siparişte ürün başına min 50 tl alınan komisyonu kiniyorum. Bu uygulamayi ebediyete kadar siliyorum, bu kadar haksız kazanç görmedim. Yazıklar olsun. Kullanmayın uygulamayi. Nereden alışveriş yapıyorsanız oradan telefonla söyleyin.;0
1;SİPARİŞ GELMEME;Sipariş ettiğim ürün gelmedi ve karşımda hiçbir muhattap bulamadım kesinlikle ulaşılamıyor;0
1;Canlı destek;Canlı destek yok berbat bir uygulama;0
5;MÜKEMMEL;MŪTİŞ. ÖTESİ.     LETTET DR. SÜPER. LURYELERİN. DİYALOGUDA. SŪPER;0
1;Giriş yapılamıyor;Uygulama pembe ekranda takılıp kalıyor. Öteye geçmiyor. Uygulamayı silip tekrar yüklediğinde açılıyor ancak kapattığında tekrar giriş yapamıyorsun. Kısırdöngü şeklinde devam ediyor. Koskoca firmaya yakışmıyor. Sipariş vereceğiz veremiyoruz. 😡;0
1;Çok kötü;Paranı iade etmiyorlar.;0
1;Pratiklik yok karmakarışık arayüz;Çok kullanışsız karmakarışık arayüz olmuş bir yemek siparişi vermek bu kadar zor olmamalı Adres eksik çıkıyor kuryeler bi garip sipariş teslim edildi seçiyor hala gelmemiş oluyor sistemi çok kötüleştirmişsiniz eskiden ne kadar pratik ve kullanışlıydı;0
1;Kullanışsız;Açık ara en kötü arayüze sahip yemek uygulaması;0
1;Tuketici memnuniyetini zerre umursamayan uygulama;Uygulama uzerinden hic bir sekilde bir yetkiliye, müşteri temsilcisine ulasilamiyor. Yaptiklari “yardim merkezinin” ise yaramazligi ile ilgili yuzlerce kez geribildirim verdik asla kaale alinmiyor. Kendilerine ulasamadigimiz icin siparis yorumlarina yaziyoruz, onlari da yayinlamiyorlar. 15+ senedir kullandigim uygulamadan artik cikiyorum. Her gecen gun daha da kotu hale geldi!!!;0
1;Servis İstemiyorum İşaretli Olması sorunu;Her siparişimde aynı şey hızlıca sipariş veriyorsanız servis istiyorum diye işaretlemeyi unutursanız yemeğiniz servis geliyor bence çok kötü bir kullanıcı deneyimi sunuluyor. Trendyol yemek vb uygulamalar servis kısmını işaretli gönderirken yemeksepeti sizi zor duruma sokuyor seçmeyi unutursanız yemeğinizi yiyebileceğiniz bir çatal kaşık gelmiyor.;0
1;Aşırı kötü iletişim;Canlı desteği müşterilerle ilgilenmesi o kadar kötü ki asla siparişle ilgili sorun olduğunda bir muhattap bulamıyorsunuz berbat;0
5;memnun kaldım;yıllar önce ilk kez yemek sepeti kullanırdım arayüzden ötürü getire geçmiştim ama şuan getirden daha iyiler memnun oldum;0
1;Kuponlar keyfe keder geçerli;İşlerine geldi gibi kupon kulandıryolar yemek söylicem kuponu kulanıyorum herşey tamam son aşamaya Geldimi kupon geçerli değil diyo;0
