Puan;Başlık;Yorum;Vote
1;Hizmet bedeli ney;Her kuşu yediniz şimdi leylek mi kaldı. Zaten heryerden kar ediyonuz birde hizmet bedeli diye 5.90 ücret yansıyor. Devam ederse uygulamayı kaldıracağım. Dahada kullanmam. Utanmada kalmamış açgözlüler.;0
1;Açılmıyorr;Güncellemelerden sonra uygulama açılmıyor, Y harfinde takılıp kalıyor, uygulamayı silip tekrar yükledikten sonra tek seferlik açıyor. Mümkünse güncelleme yapmayın bir daha;2
1;İğrenç bir uygulama;İğrenç;0
1;Ç;Bir saatten fazla oldu sipariş hala kuryeye verilecek;0
1;Kötü;Kötü;0
1;Rezillik;Bu kadar rezil bu kadar kötü bu kadar insanı kandıran bir site daha yok.Dolandırıcı;0
1;Fiyat;Çok saçma ürün 280 tl yazıyor indirim yapılması. Gerekırken  sepete ekleyınce ürün 350 tl oluyor insanlarla dalga geçmeyin cok saçma;1
2;uygulama açılmıyor;uygulama telefonda açılmıyor sipariş vermem için sürekli silip yine indirmem gerekiyor;1
1;Uygulama açılmıyor;Son güncellemeden beri uygulama açılmıyor. Sil yeniden yükle yapılınca açabiliyoruz.;1
3;Fiyat;Belli bir limit üzeri yemek siparişi verildiğinde bir kaç kez indirim oranları olmalı  sadece zam var özel hissetmemize sebep yok;0
5;hızlı ve özverili;Şahsım adına ben memnunum;0
1;Sipariş iptali;Son iki siparişte iptal edildi ve nedeni yok kendi kafalarına göre iptal ediliyor;0
1;Rezalet bir uygulama yaziklar olsun;Cok kotu bir uygulama, hicbir seyiniz duzgun calismiyor. Odeme yontemlerini kafasina gore kabul etmiyor, sepete gidemiyor. Kazandiginiz her kurus para dolandiricilikla es deger;0
1;Rezil;Satildiktan sonra rezillesti asla kullanmam bu uygulamayi.;0
1;Rezalet müşteri memnuniyetsizliği;Eksik sipariş geliyor kupon tanımlıyoruz diyolar o kuponun kullanımı da bir hafta. Noldu bir hafta yemek almazsan parana yatıyorlar. Ayrıca kendi hatalarından kaynaklanan bir nedenden. Onuda geçtim eksik gelen ürünler yüzünden o anki yemeğindende oluyorsun. Örneğin kabartma tozun eksikse nasıl kek yapıcaksın?? Kesinlikle gerek yok.;0
5;Bravo;Kurulduğundan beri kullandığım tek beslenme adresim🤗;0
1;Bad and rude customer service;I contacted 3 different agents all of them had the same dumb templates that were useless, the only reason why i knew they were real is because they were rude when they closed the chat while i was talking and complaining, the things that they requested were silly, i told them i have a picture of my damaged order they wanted a live one, tho they didnt say that in advance, i advice you as a big firm to watch your unprofessional customer service and hire good ones not some rude people who dont know nothing about respect. Peace;0
1;Rezillik!!!;Bu kadar rezil bir uygulama nasıl olur inanmak istemiyorum. Yıllar geçti bir adım öteye gidememişsiniz. Yıllar sonra yine indirdim yine aynı rezillik. Bir ay dayanamadım siliyorum yine;0
2;Yemek;Uygulama açılırsa sipariş vereceğim. Ne zaman tıklasam kırmızı bir ekran 10 dakika bekle uygulama açmıyor. Sürekli diğer uygulamadan sipariş veriyorsun;2
1;Üye olma hatası;Var olan mailim ile de telefon numaram ile de asla kayıt olamadım. Giriş de tapamadım. Uygulamayı ihtiyacım doğrultusunda bu yüzden kullanamadım.;0
1;GEÇ TESLİM;Siparişimin 52.dksında 1 yıldızlı yorum atmaya geldim çünkü artık yiyemeyeceğim bir yemeği iptal etmek istediğimde kullanım dışı diyor. Eğer yemek sipariş ederseniz nolursa olsun iptal edemiyorsunuz ve paranız gasp ediliyor;0
1;Dünyanın en boş uygulaması;Getir, trendyolgo bundan daha iyi onları kullanın;0
1;GERİ ÖDEMEM GELMİYOR;BERBAT Bİ MÜŞTERİ HİZMETİ VERİYORLAR ÜRÜNLERİM HASARLI GELDİ AMA NE BİRİNE ULAŞABİLİYORUM NE DE Bİ NUMARA VAR SİPARİŞLERE giriyorum sipariş bulunmadı diye saçma bir uyarı veriyor lütfen iletişime geçilsin;0
1;Dolandırmak;İlk defa sipariş verecektim yeni kayıt olanlara özel kupon kullandım ödeme kısmına geçince uygulamadan attı tekrar girdiğimde kupon kullanılmış olarak gösteriyordu ve ben siparişi onaylamamıştım rezaletsiniz;0
1;MASTERPASSE GIREMIYORUM;USER ID HATASU VERIYOR YAPACAĞINIZ UYGULAMAYI;0
2;Uygulama acilmiyor. Ana ekranda kaliyor;Ayni seyi kacinci kez yasiyorum. Uygulama Y harfli pembe ekranda kaliyor her seferinde, asla acilmiyor. Yeniden yukluyorum calisiyor, sonra uygulamaya ikinci girisimde ayni seyi yasiyorum. 15 kere geri yukledim duzeltin artik;2
1;-;Eski yemek kartı silmek için işlem yapamıyorum böyle sacmalik görmedim arıyorum ulaşamıyorum bi daha kullanmam;0
1;Şikayet;Böyle bir uygulama görmedim sipariş verdim üç saattir siparisim gelmedi üstüne para iade de gerçekleşmedi siparişiniz teslim edildi diyor kodu verdiniz diyor bana kod bile gelmedi kullanmayın kullandırtmayın;0
1;Müşteri hizmetleri berbat.;"Müşteri hizmetleri berbat. Müşteri yardım istediğinde ""Size yardım edemeyiz"" diyen bir bot koysanız da aynı şey, bu temsilcilerden daha iyi. Ne demek ""kurye bizim değil, restoranın kuryesi, bu yüzden size yardım edemeyiz""? Ben restoranın uygulamasından değil, sizin uygulamanızdan sipariş verdim. Berbat.";0
1;leş uygulama;kendi kendine numara kullanılmakta demeye başladı ve bir daha sipariş veremedim. çöp;0
1;Sıfır Destek;Yıllardır, sık sık sipariş verdiğim siteydi. En son siparişimde teslim almadığım yemeği teslim edildi gösterip sonrasında iade süreci yazmasına rağmen süreçten dönüş olmamasıyla beraber müşteri hizmetleriyle olan saçma diyalogdan dolayı sizlerle olan tüm bağımı kesiyorum;0
1;Leş bir firma;Hiç bir şekilde kuryelerinin denetimi yok kafalarına göre hareket ediyorlar müşteri hizmetleri asla yardımcı olmuyor turuncu firmadan şaşmayın;0
1;.;.;0
1;Uyelik;Yani yeni bi hesap açtım yeni bi numara yeni bir mail ile bağladım turkcellin vermiş olduğu kuponu kullanmak istedim kuponu giriyorum yemek sepeti gelmiş bana diyor ki bu bilgileri baska bir hesapda kullanmışsındir diyo altı üstü bi indirim kuponu butun veriler yeni iken nasi oluyorda kullanılmış oluyor anlamadım o yüzden sahtekarlıkdan baska bise yok;1
1;Kurye zülmü;Yıllardır yemeksepeti kullancısıydım. Fakat son zamanlarda sosyal medyadan ve çevremden duyduğum kadarıyla kurye personellerine insanlık dışı bir çalışma ortamı sunmalarından dolayı yemeksepetini siliyorum. Yıllık 300’e yakın siparişim var. Yazıklar olsun böyle düzene. Emekçilere selam.;0
1;Gaspçılar;Yıl olmuş 2025 canlı destekleri yok. Kurye kafasına göre sipariş iptal ediyor. Firmadan da ulaşabilecek kimse yok bir de parama çöküyorlar.;2
3;Ödeme yöntemi seçimi;Eskiden ödeme yöntemi seçimi vardı ne güzel vakit kaybetmeden istediğini buluyordun. Şimdi sırf tüketici olarak pas geçmeden bütün seçenekleri görebilelim diye bu kaldırıldı, hoş değil;0
4;Maydonoz döner ❤️;Gecemize lezzet katınız gayet makul ve doyurucu ayrıca yazılan notada dikkat etmeniz çok mutlu etti :);0
5;Hizmet;Başkaların daha fazla maliyet ile sunduklarını daha uyguna sunması;0
1;saçmaaaaa;iğrenç bir uygulama iğrenç bir sistem size kupon veriyo kuponu geri alıyo ne kadar saçma;0
1;Kullanıcı Deneyimi Çok kötü;Uygulamada yazılımsal çok hata var, acilen düzeltilmeli. Ek olarak, müşteri hizmetlerine bağlanılamıyor kullanıcı deneyimi gitti.. Sipariş gelmiyor muhatap yok, iade olacak ya da eksik siparişlerde ulaşabilecek biri yok. Arayabileceğimiz bir numara vardı onuda biz kullanıcılar kullanamıyoruz. Eski halinize geri dönseniz keşke..;0
1;Destek hizmeti yada yardım merkezi berbat;Bir terslik olunca çözemiyorlar 😡😡;0
5;Hizmet;Çok iyi, teşekkür ederim.;0
1;Uygulama hakkında,;Malesef uygulamanız ilk seferden sonra bir daha açılmıyor.Her seferinde uygulamayı app’tan yeniden indirmek zorunda kalıyoruz;1
2;kuryeler evi bulamiyo;kuryeler konum atmama ragmen evi bulamiyor;0
1;Berbat;Çok kötü;0
1;Sipariş teslim edildi gözüküp başka adrese bırakılmış;Verdiğim sipariş başka adrese bırakılmış benimle iletişime geçilmemiş müşteri hizmetleri mesajlaşmadan ibaret ve tek dediği aksiyon alamıyorum muhatap arıyoruz muhatap yok böyle bir rezillik yok kesinlikle kullanmayın karşınızda müşteri hakkını savunacak bir uygulama yok tamamiyle bomboş uygulama olarak kendilerini mağduriyeti takip edeceğine yardımcı olmadan görüşme sonlandıracak kadar amatörler hizmet bedeline gelince önden peşin alıyorlar kesinlikle ve kesinlikle tavsiye etmiyorum;0
1;Sallamasyon market hizmeti;Ne zaman market siparisi versem olmayan urunler yerine kafalarina gore baska urun koyup gonderiyorlar. Her siparis ya eksik ya farkli. İnanilmaz kotuler. Zile basmayi secersin her seferinde basasi gelir kurye arkadasin. Sildim kurtuldum;0
1;Berbat uygulama;Dünyanın gelmiş geçmiş en kötü yemek sipariş etme uygulaması gram güzel değil gidin başka uygulamalardan söyleyin daha iyi bu yorumu gören varsa yüklemesin değmez;0
1;İğrenç.;Bu uygulamadan bütün benliğimle nefret ediyorum.;0
1;Rezalet;Müşteri temsilcisine ulaşılmıyor para iadesi yapılmıyor.;0
1;Getirilmeyen yada eksik siparişler;Para iadesi asla yapılamıyor.;0
1;!!;bir saat boyunca numara yenilemeye calıstım fakat bana TEKRAR numaranız daha önce kullanılmıştır sayfası veriyor lütfen bu durumu çözebilir misiniz!!!;0
1;Açılmıyor;Son güncellemeden sonra Açılmıyor uygulama;1
1;Parama çöküldü;Yemeksepeti canlı hizmetine ulaşmak sanki cumhurbaşkanına ulaşmak gibi bir şey Siparişim gelmedi restoran beni arıyor iptal edin diye ama iptal etme yok birde onay vermişler yemeği ilettik diye. Ne yemeğim geldi ne param Trendyoldan devam ne mutlu trendyol kullanıyorum diyene;0
1;Taze soğan;Arkadaşlar sakın yemek sepetinden meyve sebze almayın, kaçtır yeşil soğan istiyorum her seferinde ellerinde çürümeye yüz tutmuş, kart kötü yeşil soğanı gönderiyorlar. Nasıl olsa biz seçmiyoruz onlar kafasına göre gönderiyorlarya, bunu fırsat biliyorlar. Daha önce de portakal aldım içi yumuşamış portakal gönderdiler. Yahu hem markete göre pahalı satıyorsunuz hem üstümüzden para kazanıyorsunuz üstüne birde kazıklanıyorsunuz.;1
5;Tebrik;Teşekkür ederim;0
1;?!?;Sipariş vermek bu kadar zor olmamalı. Ödeme ekranına asla geçilmiyor!!!;0
1;Kurye;Kuryem evi bulamadı 1 saat oldu nerde bilmiyorum ve cok açım;0
1;Uygulama açılmıyor;Güncelleme geldikçe bozuldu uygulama 3 aydır telefondan açamıyorum.;1
1;Kullanmayın;Sevgili arkadaşlarım ve sevgili büyüklerim bu uygulama yazılımsal olarak sadece kar amaçlı berbat bir yazllımdır yardkm seçeneği asla yardım istediğin konuya ulaşmama yardım etmiyor iptal edemiyorum kapalı restoranlardansiparişlerimi ve ayrıca kapalı restoranlar açık gibi gözüküyor tavsiyem getir yemek tir iyi günler saygılar…;0
5;süper;süper bişi;0
1;👎🏼;👎🏼 Uyğulam açılmıyor bu nasıl bir şey ya şunu düzeltin yemek söylemek için girdim de silip geri yüklüyorum uygulama açılsın diye bu kadar zor değil yani bunu düzeltecek;1
1;yemek siparişi vermeyin;yemek siparişi vermeyin hiç ilgilemiyolar paketiniz başka yere bırakıyolar müşteri hizmetleri geri dönüş sağlayamıyor;0
1;Çok kötü;Bu gün 2 saat süre içerisinde gelecek şekilde sipariş derdim Carfur sa dan 3 saat geçti siparişim gelmediği için hayliyle bizde acıktığımız için siparişi iptal ettim bu kadar keyfi bir durum olamaz madem getirmiyorsunuz neden sipariş alıyorsunuz insanları mağdur etmek hoşunuzamı gidiyor terbiye yoksunları;0
1;Çok kötü;Rezalet bir uygulama sürekli hata veriyor çok saçma bir saat uğraşıyoruz;0
3;Kalite farkı;Çalıştığınız firmaların şubelerinde yediğimiz yemekler ile yemek sepeti uygulaması üzerinden gönderilen yemekler arasında ciddi farklılıklar var.Firmaları bu konuda uyarırsanız çok iyi olur.;0
1;Muhatap bulamıyorsun;Müşteri hizmetleri yok, yemek sipariş ediyorsun bir saat bekliyorsun, bir mesaj geliyor sipariş iptal edildi diye. Ne bir özür ne bir mağduriyet giderme çabası;0
1;Yazık;"Restoranlarda komisyon kestikleri için restoranlar normalde sattıklarını daha yüksek fiyatlara yemekleri satıyorlar. Bu normal buna bir şey demiyorum. Fakat hizmet bedeli diye bir şey çıkardılar, bir de bizden hizmet bedeli almaya başladılar.Kendilerini vazgeçilmez gördükleri için pişkinlikleri iyice arttı. Eskiden online canlı yardım vardı şimdi robotik bir cevaplama sistemine geçtiler ve asla istediğimiz cevapları alamıyoruz. En son yaşadığım olay da çıldırma noktasına geldim. Sipariş verdiğim ürün eksik geldi ve ben de iade ettim. Kurye arkadaş yanımda siparişi iptal etmek için ugrasirken müşteri hizmetleri ona “ya sanane sen ne uğraşıyorsun, bırak siparişi müşteri kendi uğraşsın.” cümlelerini kurdular.
O anda anladım ki biz bunlar için denizdeki balıklarız bunlar bizi sazan gibi avlıyor. Canlı yardımı kapatıp robotik cevaplama sisteme geçme sebepleri de memnun olmadığınız bir siparişten uğraşmamanız için yıldırma politikası.
Tiksindim ve hesabımı sildim.";0
1;Herşeyi paraya vurmaları;Her uygulama gibi burda da en önemli şey para olmuş kapıda ödemeye bile para kesiliyor büyük şaçmalık;0
1;Rezilsiniz;Uygulama önce hata verdi ödeme yöntemini değiştiriniz diye her değiştirdiğimde bana başarısız olarak gösterilsede siparişler alınmış ve bu siparişleri iptal edemiyorum şirketi arıyorum müşterileri için bir hatları bile yok yardım destek hattı hiçbir işe yaramıyor çünkü iptal ettirtmiyor bana yardımcı olacak bir yetkili bile bulamadım rezilsiniz.;0
1;Yardımcı olun;Ya uygulamada şu 1 aydır bi sıkıntı var ben iphone 7 kullanıyorum uygulama ilk indirdiğiniz gibi açılıyor sonra daha da açılmıyor silip tekrar yüklüyorsunuz sorunu çözün lütfen yemek aiparişi veremiyorum;0
1;Siparişim gelmedi;"Duyuyo’dan sipariş verdim, saatlerdir bekliyorum.
Şikayet edebileceğim ya da konuşabileceğim hiçbir yetkili yok.
Sistemde restoranın numarası yazıyor ama o numara da kapalı.";0
1;Uygulama açılmıyor;Uygulamaya giriş yapamıyorum güncellediğimden beri 2 haftadır. Eski telefon kullanıyorum o yüzden mi;0
1;REZALET;REZALET SİPARİŞİ KENDİLERİ GECİKTİRİP İPTAL ETTİRMİYOR ÜSTÜNE CANLI DESTEK YOK YEMEKSEPETİ TAM BİR PARA TUZAĞI KULLANMAYIN KULLANDIRTMAYIN;0
1;Aşırı bozdu;En severek kullandığım ve herkese övdüğüm neredeyse her gün sipariş verdiğim yerdi kararları kim veriyorsa acayip değişti ne müşteri temsilcisine ulaşabiliyorsun mağduriyetiniz asla giderilmiyor adeta sizi kandırmaya kazıklamaya çalışan bir uygulamaya döndü ve bugün sildim;0
1;Sürekli hata veriyor;Ödeme yaparken uygulamada gezinirken herhangi bir şey yaparken sürekli hata veriyor uygulama vasat halde düzeltin şunu bi zahmet;0
1;Çok kötü bir uygulama;Bukadar ulaşılmaz müşteri hizmetleri olamaz kesinlikle ne yemek sepetine nede sipariş verdiğin restorana ulaşamıyorsun kesinlikle indirmeyin 1 yıldızı bile hakketmiyor;0
1;Uygulama erişim;Uygulamaya giremiyorum silip tekrar yüklüyorum ilk giriş tamam ikincide yine giremiyorum;0
1;Eskisi gibi değil;5bin tl lik sipariş veriyorsun. Hala 2. Siparişi alıp oraya ugruyo fln kesinlikle kullanmanızı önermem;0
1;Rezalet;Sodexodan paramı çektiler ama siparişi iptal ettiler paramıda geri ödemiyorlar rezalet bi uygulamaya dönüştü artık bence komple kapadın gidin.;0
1;Berbat uygulama;Sürekli sorun yaşatan bir platform, ürün ya çok geç gelir ya hiç gelmez. Verdiğim sipariş teslim edildi görünüyor ürün bana ulaşmadı yardım merkezine yazdım bir gün sonra “ürün teslim edildi görünüyor bu yüzden bir aksiyon alamıyoruz.” Diye sonlandırdılar param da gitti ürün de gelmedi kime hakkım geçtiyse helal etmiyorum gördüğüm en kötü yemek uygulaması komple siliyorum.;0
1;En sonunda uygulamayı silecegim;Neden ısrarla- online ödeme şeçtigim halde , kapıda ödemeye yönlendiriyorsunuz ısrarlaaa ama fazla para aldıgınız içinmi ısrarla kapıda ödeme alıyorsunuz. Ne gibi cıkarınız var daha 😡. Trendyolda böyle şeyler yaşamıyoruz.;0
1;Şikayet;Nasıl bir iğrenç uygulama bu yemek sepeti market ya hiçbir şekilde ulaşılamıyor canlı destek yok siparişler 1 buçuk 2 saatte geliyor kapatın gidin ya insanları neden mağdur ediyorsunuz;0
1;Berbat şirket, berbat uygulama;Canlı yardıma 2 saatte anca ulaşırsınız, ulaştığınızda da suratınıza kaptırlar, böyle müşteri memnuniyetinden uzaklaşan bir şirket daha görmedim;0
1;B;Uygulama açılmıyor;0
1;EN KÖTÜ SİPARİŞ UYGULAMASI;Yemek sipariş Uygulamaları arasında en kötü olan uygulama kesimlikle yemeksepeti. Yemek siparişi verdim 1.30 saat oldu gelmedi ne canlı destek var ne siparişimi iptal edebiliyorum ne muhatap bulabiliyorum. Öncelikli sipariş için fazladan para istiyorlar parayı vermeyince buz gibi yemek yemye hazır olun;0
1;Sipariş sorunu;Sürekli sipariş saatini değiştiriyor sistem ve siparişler eksik geliyor nedenini sorduğumda cevap alamıyorum bazen müşteri temsilcisine ulaşamıyorum bazen 2-3 saat bekletiyorlar kafalarına göre siparişi iptal ediyorlar kuryeler geldik yoktunuz diyorlar siteye girmemişler ve teslim edildiyi işaretliyorlar para çöp oluyor;0
1;Para iadesi;Uzun süredir aktif olarak uygulamayı kullanıyorum. Verdiğim siparişte gelen ürünle alakalı ciddi sorun yaşadım. 400 tl param çöp oldu. Para iadesi istedim yardımcı olamıyoruz dedi. O zaman bu uygulamayı kullanmanın ne özelliği kaldı?;0
1;Berbat bir uygulana;Adres düzenlemek bu kadar zor olamaz.;0
5;Keyifli;Güler yüzlü ve hızlı kargo için teşekkür ederim mezeleri anlatmaya gerek yok hepsi birbirinden lezzetli rakı ile birlikte harika gidiyor kesinlikle tavsiye ediyorum şimdiden afiyet olsun;0
5;Çok yararlı uygulama;Çok güzel çok yararlı ve indirimleri çok iyi  ve arayüzü çok kolay güzel bir uygulama;0
5;Başarıllllııııı;kullanıcıya özel indirimleri çok iyi jokerle uyguna yemekte yiyebilirsiniz kullanıcı dostu arayüzü de var eksik olduğunda canlı destekte yardımcı oluyor express kuryeleri 10 dakikada getiriyor siparişleri daha ne olsun teşekkürler yemeksepeti;0
1;Ödeme yönetimi sorunlu;Kaç senedir kullanırım artık bıktırdı kart kaydetmeden alışverişte 3-4 defa aynı işlemi yapmak gerekiyor ki kartı görsün ve bu esnada varsa kupon hakkınızı maksimum kullanım hakkınıza ulaştınız deyip atıyor sildim uygulamayı;0
2;Siparişler eksik geliyor ilhilenilmiyor;Verdiğimiz siparişler eksik geliyor iki kişi yemek söyleyip aç kalıyoruz ilgilenen yok bu ne rezillik;0
1;Nasıl berbat yaparız diye düşünülmüş gibi;O kadar berbat bir uygulama ki sipariş vereceğiniz sırada sürekli başka yerlerden Pop up çıkıyor;0
1;SİPARİŞ HEP GEÇ GELİYOR;Şimdi dicekler ki kuryeyle alakalı bir durum abi o zaman iptal ettirin ben 00:57 de yemek söyledim 15-30 dk diyordu saat şuan 01:46 ve şuan da 01:45-02:00 diyor şikayet de edemiyorum ne kuryeyi ne yemek sepetini hakkım hepinize zehir zıkkım olsun burnunuzdan gelsin;0
1;Ben ben;Hatay uzulu 45cm zurna istedim geldi ama yiyemedim😱😡😨;0
3;Uygulama arayüz;Uygulama güzel ama Trendyol gibi daha canlı renkler yazı stili vs kullanılsa daha iyi olur bence biraz silik kalıyor uygulama estetiği;0
5;Fani;Gerçekten iyi ve yararlı bir Uygulama ne zaman hanımla kavga etsek bu uygulamaya başvuruyorum 😀;0
1;Kupon kodlarımı yaktı;İki kere indirim kuponumu yaktı kodlarım geçerli olduğu halde 550 tl lik anlaşmalı kuponlarımı yaktı. Kupon kullandırmak istemiyorsunuz neden kupon butonu yerleştirdiniz. İlk kupon kodumu girdiğimde onay verip ödeme esnasında alışveriş gerçekleşmediği halde kuponu yine kullandırmadı rezalet;0
5;Ödeme yöntemi;Müşteri ödeme yöntemini seçip uygun olan restoran ları listeleyebilmeli.Mesela multinet yazıp anlaşmalı her restoran çıkmalı;0
1;Sistem numarası;Bence artık restorantların numaraları doğru girilmeli sisteme. 1 saat olup gelmeyen yemek şirketlerini aramak hakkımız. Ayrıca dijital yardım alanlarınız zayıf;0
1;Sorun;Uygulamaya bir türlü giriş yapamıyorum sürekli silip tekrar tekrar yüklemek zorunda kalıyorum;1
1;Can Sıkıcı;Açıkçası sıklıkla kullandığım ve genellikle kullandığım bir hizmet fakat sipariş verdiğim saati, sipariş verdikten sonra hızlı bir şekilde göremiyorum. Bin takla atmam gerekiyor. Bu düzelmediği sürece 1 yıldız olacak benim için.;0
1;Şikayet;Sipariş teslim edilmiyo para çekiliyo bu durumlada yapay zeka ilgileniyo;0
1;Muhatap bulamıyorsunuz;Yazık;0
1;Uygulama açılmıyor;Kaçıncı kere silip geri yükledim bilmiyorum berbat bi uygulama oldu artık, açmıyor sayfayı silip geri yüklemem gerekiyor her gün, sorun neyse çözülsün artık;1
1;iPhone 7 açılmıyor+ müşteri hizmetleri;"Sayın yetkili 
Yorumları okumaktayım bir sürü insan uygulamanın açılmadığından yakınmakta ve hala bir çözüme ulaştırmadınız çeyrek asırlık bir şirket ve uygulaması nasıl olurda akıllı telefonda açılmaz hayret bir şey bir türlü düzeltemiyorsunuz yazdığımız halde ayrıca müşteri hizmetlerini hiçbir çözüm sunmuyor yanlış gelen ürünleri doğru gönderildi diyorlar ya anlama kıtlığı var ya da işinize gelmiyor";2
1;Uygulama Çalışmıyor;Son 2 güncellemeden bu yana uygulanız logo ekranında takılıyor ve açılmıyor. Uygulamanız tek kelime ile rezalet ve silmek durumunda kaldım.;1
3;Ugrastiriyor;acilmiyor her yukleyiste max bir siparis verdbiliyorum acilmiyor cunku;1
5;Yemek sepeti rezalet;Uyguluma ücretsizdi yeni güncellemeyle her sipariş başına hizmet bedeli alacak iptal olan yanlış gelen eksik gelen siparişlerde bişey yapmıyorsunuz müşteri hizmetlerine ulaşmak zor iş ulaşsak işimizi gören yok bide hizmet bedeli mi alıcaksınız;0
1;Bir buçuk saat beklemek isterseniz sipariş verebilirsiniz;Yemek sepeti market benim için bitmiştir her seferinde aynı olay herşeye para katıp komisyon alıyorsunuz yetmez gibi birde parayla öncelik tanınıyorsunuz paranız varsa 15 dakikaya gelir yoksa bir buçuk saat beklersiniz siliyorum artık sondu trendyol go dan devam;0
4;İndirim kuponları;Keşke indirim kuponlarını yemek kartları içinde kullanabilsek;0
1;Siparişini iptal edemezsin;Siparişin 1 saatin sonunda gelmediyse bile iptal hakkın olmuyor. Haberin olsun :D;0
1;Aa;Yazıklar olsun size;0
1;İade vermiyor hırsız;İade için iade kuponu verdi ama kullandırmıyor sistemden siliyor. Sizin gibi şirketin umarım en yakın zamanda batmanız dileğiyle hırsız soysuz onjnki bununki;0
1;SİPARİŞ VERMEYİN;asla ama asla kullanılacak bi uygulama değil! Migros yemek ve trendyolun tırnağı olamaz kuryeleri zaten sıkıntılı, azıcık zeka sahibi insan yemeksepeti kullanmaz bana göre;0
1;Rezalet diğer alternatiflere geçin;Berbat, kart eklemesi yok kullanışlı değil saçma bir salak halde uygulama. Bir daha da yarrrrrrrrak kullanırım;0
1;Rezalet;Komagene isimli firmadan sipariş verdim siparişim tam 2 saat sonra iptal edildi bu terbiyesizliği şikayet edebileceğin bir yer yok müşteri temsilcisi yüzüme telefon kapattı;0
5;Kurye;"Kuryeleriniz bazen fazla teslimat alıyorlar 
Yemek buz gibi geliyor 
Bunun önüne geçemezseniz siparişlerimi azaltmayı düşünüyorum";0
1;Bad Assitance 0/10;The assistance is disappointing, we choose yemeksepeti over other apps because we understand sometimes the problem is from the restaurant but this time the problem is from you guys, and unfortunately this what happens when you have bad assistance you loose and a customer which is me, and I believe many more and I’ll go with Getir or something;0
1;Müşteriye köpek muamelesi;15-30 dakika arası gösteren restoranın 1.5 saat geçmesine rağmen iptal ettirmemeleri sadece bekleyeceğim seçeneği koymaları “köpek gibi beklemek zorundasına” getiriyor konuyu daha da kullanmayı düşünmüyorum;0
2;??;Nedense Yemeksepeti kuryesi veya restoran kuryeleri kapıda ödemeyi seçince evimi bulamıyorlar,ancak online ödemeyi seçince beni aramıyorlar bile direkt buluyorlar;0
1;1 saatten önce sipariş gelmiyor;Yemek siparişleri artık çok geç geliyor ve soğuk geliyor. Yardım merkezi iptal etmek istediğinizde de sizi oyalıyor. Kesinlikle diğer uygulamaları kullanın çok daha hızlı ve ilgililer.;0
1;Ek ücret alınıyor;Her siparişte teslimat ücreti + hizmet bedeli altında ek ücret veriyorsunuz. Hizmet bedeli denilen şey nedir ? Zaten teslimat ücreti alıyorsunuz. İnsanların cebine gözünüzü dikmeyin artık;0
1;Saçmalamaya başaladığı son nokta;Bu kadar saçma bir işletme olamaz sildim Birdaha yüklemem;0
1;ALLAH BELANIZI VERSİN TACİZCİ ŞİRKETİ;BEN HAYATIMDA BU KADAR AŞŞAĞILIK BİR DURUM GÖRMEDİM 🙏🏼;0
5;Güzel;Bayadır kullanmıyordum kupon için teşekkürler, uygulama da güzelleşmiş;0
1;Teslim süresi;Teslim süresi 15 dakika diyor, 2 saati bulabiliyor. Teslim ücreti aşırı yüksek. Mecbur olmasam asla kullanmayacağım bir uygulama.;0
1;Kullanmayın hizmet kalitesi yerlerde;Verdiğim siparişi başkasına teslim edip ikramımız olsun deyip sonrasında ücret iadesi talep ettim fakat iadesi yapılmadı 15 gündür;0
1;Sakın Mersin’de popeyes yemeyin hep yanlış geliyo aradığınızdada açmıyorlar;😡😡😡😡;0
5;Mükemmel;Başarılı 👍;0
5;Uygulama;Memnunum yemek sepeti uygulamasından;0
2;Ödeme yöntemini kabul etmiyor;Sürekli kartımı içinde bakiye olmasına rağmen reddedildi diyor ve hiç bir kartımı kabul etmiyor ödeme yapamıyorum destek istiyorum;0
1;Müşteri temsilcisi;Arkadaşlar uygulamayı kullanmayın yemeğiniz iptal ediliyor ve 1 saat sonra haber veriliyor ve müşteri temsilcisine bağlanılamıyor REZALET;0
5;Teşekkür;İbrahim beye teşekkür ederiz;0
